
Initial w1 = 0.1286
Initial w2 = -0.0432
Initial b  = 0.0205 
1000
1000
starting training   
Epoch 1/5000, Loss: 0.46021450, w1: 0.126496, w2: -0.041637, Current b: 0.020528
Epoch 2780/5000, Loss: 0.07030796, w1: -0.246582, w2: 0.238823, Current b: -0.136412
Epoch 2790/5000, Loss: 0.07028960, w1: -0.246730, w2: 0.238935, Current b: -0.136773
Epoch 2800/5000, Loss: 0.07027132, w1: -0.246878, w2: 0.239046, Current b: -0.137134
Epoch 2810/5000, Loss: 0.07025313, w1: -0.247025, w2: 0.239156, Current b: -0.137494
Epoch 2820/5000, Loss: 0.07023502, w1: -0.247172, w2: 0.239267, Current b: -0.137854
Epoch 2830/5000, Loss: 0.07021700, w1: -0.247318, w2: 0.239376, Current b: -0.138213
Epoch 2840/5000, Loss: 0.07019905, w1: -0.247463, w2: 0.239486, Current b: -0.138571
Epoch 2850/5000, Loss: 0.07018119, w1: -0.247608, w2: 0.239594, Current b: -0.138929
Epoch 2860/5000, Loss: 0.07016340, w1: -0.247752, w2: 0.239703, Current b: -0.139286
Epoch 2870/5000, Loss: 0.07014570, w1: -0.247895, w2: 0.239811, Current b: -0.139642
Epoch 2880/5000, Loss: 0.07012807, w1: -0.248039, w2: 0.239918, Current b: -0.139998
Epoch 2890/5000, Loss: 0.07011052, w1: -0.248181, w2: 0.240025, Current b: -0.140353
Epoch 2900/5000, Loss: 0.07009305, w1: -0.248323, w2: 0.240132, Current b: -0.140707
Epoch 2910/5000, Loss: 0.07007566, w1: -0.248464, w2: 0.240238, Current b: -0.141061
Epoch 2920/5000, Loss: 0.07005834, w1: -0.248605, w2: 0.240344, Current b: -0.141414
Epoch 2930/5000, Loss: 0.07004110, w1: -0.248745, w2: 0.240450, Current b: -0.141767
Epoch 2940/5000, Loss: 0.07002393, w1: -0.248885, w2: 0.240555, Current b: -0.142118
Epoch 2950/5000, Loss: 0.07000684, w1: -0.249024, w2: 0.240659, Current b: -0.142470
Epoch 2960/5000, Loss: 0.06998982, w1: -0.249163, w2: 0.240764, Current b: -0.142820
Epoch 2970/5000, Loss: 0.06997288, w1: -0.249301, w2: 0.240867, Current b: -0.143170
Epoch 2980/5000, Loss: 0.06995600, w1: -0.249439, w2: 0.240971, Current b: -0.143520
Epoch 2990/5000, Loss: 0.06993920, w1: -0.249576, w2: 0.241074, Current b: -0.143868
Epoch 3000/5000, Loss: 0.06992247, w1: -0.249712, w2: 0.241176, Current b: -0.144216
Epoch 3010/5000, Loss: 0.06990581, w1: -0.249848, w2: 0.241279, Current b: -0.144564
Epoch 3020/5000, Loss: 0.06988922, w1: -0.249984, w2: 0.241380, Current b: -0.144911
Epoch 3030/5000, Loss: 0.06987271, w1: -0.250119, w2: 0.241482, Current b: -0.145257
Epoch 3040/5000, Loss: 0.06985626, w1: -0.250253, w2: 0.241583, Current b: -0.145603
Epoch 3050/5000, Loss: 0.06983988, w1: -0.250387, w2: 0.241684, Current b: -0.145948
Epoch 3060/5000, Loss: 0.06982356, w1: -0.250520, w2: 0.241784, Current b: -0.146292
Epoch 3070/5000, Loss: 0.06980732, w1: -0.250653, w2: 0.241884, Current b: -0.146636
Epoch 3080/5000, Loss: 0.06979114, w1: -0.250786, w2: 0.241984, Current b: -0.146979
Epoch 3090/5000, Loss: 0.06977503, w1: -0.250918, w2: 0.242083, Current b: -0.147322
Epoch 3100/5000, Loss: 0.06975899, w1: -0.251049, w2: 0.242182, Current b: -0.147664
Epoch 3110/5000, Loss: 0.06974301, w1: -0.251180, w2: 0.242280, Current b: -0.148006
Epoch 3120/5000, Loss: 0.06972710, w1: -0.251311, w2: 0.242378, Current b: -0.148347
Epoch 3130/5000, Loss: 0.06971125, w1: -0.251441, w2: 0.242476, Current b: -0.148687
Epoch 3140/5000, Loss: 0.06969546, w1: -0.251570, w2: 0.242573, Current b: -0.149027
Epoch 3150/5000, Loss: 0.06967974, w1: -0.251700, w2: 0.242671, Current b: -0.149366
Epoch 3160/5000, Loss: 0.06966409, w1: -0.251828, w2: 0.242767, Current b: -0.149705
Epoch 3170/5000, Loss: 0.06964849, w1: -0.251956, w2: 0.242864, Current b: -0.150043
Epoch 3180/5000, Loss: 0.06963296, w1: -0.252084, w2: 0.242960, Current b: -0.150380
Epoch 3190/5000, Loss: 0.06961749, w1: -0.252211, w2: 0.243055, Current b: -0.150717
Epoch 3200/5000, Loss: 0.06960208, w1: -0.252338, w2: 0.243151, Current b: -0.151053
Epoch 3210/5000, Loss: 0.06958673, w1: -0.252465, w2: 0.243246, Current b: -0.151389
Epoch 3220/5000, Loss: 0.06957145, w1: -0.252590, w2: 0.243340, Current b: -0.151724
Epoch 3230/5000, Loss: 0.06955622, w1: -0.252716, w2: 0.243435, Current b: -0.152059
Epoch 3240/5000, Loss: 0.06954105, w1: -0.252841, w2: 0.243528, Current b: -0.152393
Epoch 3250/5000, Loss: 0.06952595, w1: -0.252965, w2: 0.243622, Current b: -0.152727
Epoch 3260/5000, Loss: 0.06951090, w1: -0.253090, w2: 0.243715, Current b: -0.153060
Epoch 3270/5000, Loss: 0.06949591, w1: -0.253213, w2: 0.243808, Current b: -0.153392
Epoch 3280/5000, Loss: 0.06948097, w1: -0.253337, w2: 0.243901, Current b: -0.153724
Epoch 3290/5000, Loss: 0.06946610, w1: -0.253459, w2: 0.243993, Current b: -0.154056
Epoch 3300/5000, Loss: 0.06945128, w1: -0.253582, w2: 0.244086, Current b: -0.154386
Epoch 3310/5000, Loss: 0.06943652, w1: -0.253704, w2: 0.244177, Current b: -0.154717
Epoch 3320/5000, Loss: 0.06942182, w1: -0.253825, w2: 0.244269, Current b: -0.155047
Epoch 3330/5000, Loss: 0.06940717, w1: -0.253947, w2: 0.244360, Current b: -0.155376
Epoch 3340/5000, Loss: 0.06939258, w1: -0.254067, w2: 0.244450, Current b: -0.155705
Epoch 3350/5000, Loss: 0.06937804, w1: -0.254188, w2: 0.244541, Current b: -0.156033
Epoch 3360/5000, Loss: 0.06936356, w1: -0.254308, w2: 0.244631, Current b: -0.156360
Epoch 3370/5000, Loss: 0.06934913, w1: -0.254427, w2: 0.244721, Current b: -0.156688
Epoch 3380/5000, Loss: 0.06933476, w1: -0.254546, w2: 0.244810, Current b: -0.157014
Epoch 3390/5000, Loss: 0.06932044, w1: -0.254665, w2: 0.244900, Current b: -0.157340
Epoch 3400/5000, Loss: 0.06930617, w1: -0.254783, w2: 0.244989, Current b: -0.157666
Epoch 3410/5000, Loss: 0.06929196, w1: -0.254901, w2: 0.245077, Current b: -0.157991
Epoch 3420/5000, Loss: 0.06927779, w1: -0.255019, w2: 0.245166, Current b: -0.158315
Epoch 3430/5000, Loss: 0.06926369, w1: -0.255136, w2: 0.245254, Current b: -0.158639
Epoch 3440/5000, Loss: 0.06924963, w1: -0.255253, w2: 0.245341, Current b: -0.158963
Epoch 3450/5000, Loss: 0.06923562, w1: -0.255369, w2: 0.245429, Current b: -0.159286
Epoch 3460/5000, Loss: 0.06922167, w1: -0.255485, w2: 0.245516, Current b: -0.159609
Epoch 3470/5000, Loss: 0.06920777, w1: -0.255600, w2: 0.245603, Current b: -0.159931
Epoch 3480/5000, Loss: 0.06919391, w1: -0.255716, w2: 0.245690, Current b: -0.160252
Epoch 3490/5000, Loss: 0.06918011, w1: -0.255831, w2: 0.245776, Current b: -0.160573
Epoch 3500/5000, Loss: 0.06916636, w1: -0.255945, w2: 0.245862, Current b: -0.160894
Epoch 3510/5000, Loss: 0.06915266, w1: -0.256059, w2: 0.245948, Current b: -0.161214
Epoch 3520/5000, Loss: 0.06913901, w1: -0.256173, w2: 0.246033, Current b: -0.161533
Epoch 3530/5000, Loss: 0.06912540, w1: -0.256286, w2: 0.246118, Current b: -0.161852
Epoch 3540/5000, Loss: 0.06911185, w1: -0.256399, w2: 0.246203, Current b: -0.162171
Epoch 3550/5000, Loss: 0.06909834, w1: -0.256512, w2: 0.246288, Current b: -0.162489
Epoch 3560/5000, Loss: 0.06908488, w1: -0.256624, w2: 0.246372, Current b: -0.162806
Epoch 3570/5000, Loss: 0.06907147, w1: -0.256736, w2: 0.246457, Current b: -0.163123
Epoch 3580/5000, Loss: 0.06905810, w1: -0.256847, w2: 0.246540, Current b: -0.163440
Epoch 3590/5000, Loss: 0.06904479, w1: -0.256959, w2: 0.246624, Current b: -0.163756
Epoch 3600/5000, Loss: 0.06903151, w1: -0.257069, w2: 0.246707, Current b: -0.164072
Epoch 3610/5000, Loss: 0.06901829, w1: -0.257180, w2: 0.246790, Current b: -0.164387
Epoch 3620/5000, Loss: 0.06900511, w1: -0.257290, w2: 0.246873, Current b: -0.164702
Epoch 3630/5000, Loss: 0.06899198, w1: -0.257400, w2: 0.246956, Current b: -0.165016
Epoch 3640/5000, Loss: 0.06897889, w1: -0.257509, w2: 0.247038, Current b: -0.165329
Epoch 3650/5000, Loss: 0.06896585, w1: -0.257618, w2: 0.247120, Current b: -0.165643
Epoch 3660/5000, Loss: 0.06895286, w1: -0.257727, w2: 0.247202, Current b: -0.165956
Epoch 3670/5000, Loss: 0.06893991, w1: -0.257836, w2: 0.247283, Current b: -0.166268
Epoch 3680/5000, Loss: 0.06892700, w1: -0.257944, w2: 0.247364, Current b: -0.166580
Epoch 3690/5000, Loss: 0.06891414, w1: -0.258051, w2: 0.247445, Current b: -0.166891
Epoch 3700/5000, Loss: 0.06890132, w1: -0.258159, w2: 0.247526, Current b: -0.167202
Epoch 3710/5000, Loss: 0.06888854, w1: -0.258266, w2: 0.247607, Current b: -0.167513
Epoch 3720/5000, Loss: 0.06887581, w1: -0.258373, w2: 0.247687, Current b: -0.167823
Epoch 3730/5000, Loss: 0.06886312, w1: -0.258479, w2: 0.247767, Current b: -0.168132
Epoch 3740/5000, Loss: 0.06885048, w1: -0.258585, w2: 0.247847, Current b: -0.168441
Epoch 3750/5000, Loss: 0.06883787, w1: -0.258691, w2: 0.247926, Current b: -0.168750
Epoch 3760/5000, Loss: 0.06882531, w1: -0.258796, w2: 0.248006, Current b: -0.169058
Epoch 3770/5000, Loss: 0.06881279, w1: -0.258902, w2: 0.248085, Current b: -0.169366
Epoch 3780/5000, Loss: 0.06880032, w1: -0.259006, w2: 0.248163, Current b: -0.169673
Epoch 3790/5000, Loss: 0.06878788, w1: -0.259111, w2: 0.248242, Current b: -0.169980
Epoch 3800/5000, Loss: 0.06877549, w1: -0.259215, w2: 0.248320, Current b: -0.170286
Epoch 3810/5000, Loss: 0.06876313, w1: -0.259319, w2: 0.248398, Current b: -0.170592
Epoch 3820/5000, Loss: 0.06875082, w1: -0.259423, w2: 0.248476, Current b: -0.170898
Epoch 3830/5000, Loss: 0.06873855, w1: -0.259526, w2: 0.248554, Current b: -0.171203
Epoch 3840/5000, Loss: 0.06872632, w1: -0.259629, w2: 0.248631, Current b: -0.171508
Epoch 3850/5000, Loss: 0.06871413, w1: -0.259731, w2: 0.248708, Current b: -0.171812
Epoch 3860/5000, Loss: 0.06870198, w1: -0.259834, w2: 0.248785, Current b: -0.172116
Epoch 3870/5000, Loss: 0.06868986, w1: -0.259936, w2: 0.248862, Current b: -0.172419
Epoch 3880/5000, Loss: 0.06867779, w1: -0.260037, w2: 0.248939, Current b: -0.172722
Epoch 3890/5000, Loss: 0.06866576, w1: -0.260139, w2: 0.249015, Current b: -0.173025
Epoch 3900/5000, Loss: 0.06865376, w1: -0.260240, w2: 0.249091, Current b: -0.173327
Epoch 3910/5000, Loss: 0.06864181, w1: -0.260341, w2: 0.249167, Current b: -0.173628
Epoch 3920/5000, Loss: 0.06862989, w1: -0.260441, w2: 0.249242, Current b: -0.173929
Epoch 3930/5000, Loss: 0.06861801, w1: -0.260542, w2: 0.249318, Current b: -0.174230
Epoch 3940/5000, Loss: 0.06860617, w1: -0.260642, w2: 0.249393, Current b: -0.174531
Epoch 3950/5000, Loss: 0.06859436, w1: -0.260741, w2: 0.249468, Current b: -0.174831
Epoch 3960/5000, Loss: 0.06858260, w1: -0.260841, w2: 0.249542, Current b: -0.175130
Epoch 3970/5000, Loss: 0.06857087, w1: -0.260940, w2: 0.249617, Current b: -0.175429
Epoch 3980/5000, Loss: 0.06855918, w1: -0.261039, w2: 0.249691, Current b: -0.175728
Epoch 3990/5000, Loss: 0.06854752, w1: -0.261137, w2: 0.249765, Current b: -0.176026
Epoch 4000/5000, Loss: 0.06853591, w1: -0.261236, w2: 0.249839, Current b: -0.176324
Epoch 4010/5000, Loss: 0.06852432, w1: -0.261334, w2: 0.249913, Current b: -0.176621
Epoch 4020/5000, Loss: 0.06851278, w1: -0.261431, w2: 0.249986, Current b: -0.176918
Epoch 4030/5000, Loss: 0.06850127, w1: -0.261529, w2: 0.250059, Current b: -0.177215
Epoch 4040/5000, Loss: 0.06848980, w1: -0.261626, w2: 0.250133, Current b: -0.177511
Epoch 4050/5000, Loss: 0.06847836, w1: -0.261723, w2: 0.250205, Current b: -0.177807
Epoch 4060/5000, Loss: 0.06846696, w1: -0.261819, w2: 0.250278, Current b: -0.178102
Epoch 4070/5000, Loss: 0.06845559, w1: -0.261916, w2: 0.250350, Current b: -0.178397
Epoch 4080/5000, Loss: 0.06844426, w1: -0.262012, w2: 0.250423, Current b: -0.178692
Epoch 4090/5000, Loss: 0.06843296, w1: -0.262107, w2: 0.250495, Current b: -0.178986
Epoch 4100/5000, Loss: 0.06842170, w1: -0.262203, w2: 0.250566, Current b: -0.179280
Epoch 4110/5000, Loss: 0.06841047, w1: -0.262298, w2: 0.250638, Current b: -0.179573
Epoch 4120/5000, Loss: 0.06839928, w1: -0.262393, w2: 0.250709, Current b: -0.179866
Epoch 4130/5000, Loss: 0.06838812, w1: -0.262488, w2: 0.250781, Current b: -0.180159
Epoch 4140/5000, Loss: 0.06837700, w1: -0.262582, w2: 0.250852, Current b: -0.180451
Epoch 4150/5000, Loss: 0.06836591, w1: -0.262677, w2: 0.250923, Current b: -0.180743
Epoch 4160/5000, Loss: 0.06835485, w1: -0.262771, w2: 0.250993, Current b: -0.181034
Epoch 4170/5000, Loss: 0.06834382, w1: -0.262864, w2: 0.251064, Current b: -0.181325
Epoch 4180/5000, Loss: 0.06833283, w1: -0.262958, w2: 0.251134, Current b: -0.181616
Epoch 4190/5000, Loss: 0.06832187, w1: -0.263051, w2: 0.251204, Current b: -0.181906
Epoch 4200/5000, Loss: 0.06831095, w1: -0.263144, w2: 0.251274, Current b: -0.182196
Epoch 4210/5000, Loss: 0.06830006, w1: -0.263237, w2: 0.251343, Current b: -0.182486
Epoch 4220/5000, Loss: 0.06828920, w1: -0.263329, w2: 0.251413, Current b: -0.182775
Epoch 4230/5000, Loss: 0.06827837, w1: -0.263421, w2: 0.251482, Current b: -0.183063
Epoch 4240/5000, Loss: 0.06826757, w1: -0.263513, w2: 0.251551, Current b: -0.183352
Epoch 4250/5000, Loss: 0.06825681, w1: -0.263605, w2: 0.251620, Current b: -0.183640
Epoch 4260/5000, Loss: 0.06824608, w1: -0.263696, w2: 0.251689, Current b: -0.183927
Epoch 4270/5000, Loss: 0.06823537, w1: -0.263787, w2: 0.251758, Current b: -0.184214
Epoch 4280/5000, Loss: 0.06822471, w1: -0.263878, w2: 0.251826, Current b: -0.184501
Epoch 4290/5000, Loss: 0.06821407, w1: -0.263969, w2: 0.251894, Current b: -0.184788
Epoch 4300/5000, Loss: 0.06820346, w1: -0.264060, w2: 0.251962, Current b: -0.185074
Epoch 4310/5000, Loss: 0.06819289, w1: -0.264150, w2: 0.252030, Current b: -0.185359
Epoch 4320/5000, Loss: 0.06818234, w1: -0.264240, w2: 0.252098, Current b: -0.185645
Epoch 4330/5000, Loss: 0.06817183, w1: -0.264330, w2: 0.252165, Current b: -0.185930
Epoch 4340/5000, Loss: 0.06816134, w1: -0.264419, w2: 0.252232, Current b: -0.186214
Epoch 4350/5000, Loss: 0.06815089, w1: -0.264508, w2: 0.252300, Current b: -0.186498
Epoch 4360/5000, Loss: 0.06814047, w1: -0.264597, w2: 0.252366, Current b: -0.186782
Epoch 4370/5000, Loss: 0.06813007, w1: -0.264686, w2: 0.252433, Current b: -0.187066
Epoch 4380/5000, Loss: 0.06811971, w1: -0.264775, w2: 0.252500, Current b: -0.187349
Epoch 4390/5000, Loss: 0.06810938, w1: -0.264863, w2: 0.252566, Current b: -0.187632
Epoch 4400/5000, Loss: 0.06809907, w1: -0.264951, w2: 0.252632, Current b: -0.187914
Epoch 4410/5000, Loss: 0.06808880, w1: -0.265039, w2: 0.252699, Current b: -0.188196
Epoch 4420/5000, Loss: 0.06807855, w1: -0.265127, w2: 0.252764, Current b: -0.188478
Epoch 4430/5000, Loss: 0.06806833, w1: -0.265214, w2: 0.252830, Current b: -0.188759
Epoch 4440/5000, Loss: 0.06805815, w1: -0.265302, w2: 0.252896, Current b: -0.189040
Epoch 4450/5000, Loss: 0.06804799, w1: -0.265389, w2: 0.252961, Current b: -0.189321
Epoch 4460/5000, Loss: 0.06803786, w1: -0.265475, w2: 0.253026, Current b: -0.189601
Epoch 4470/5000, Loss: 0.06802776, w1: -0.265562, w2: 0.253091, Current b: -0.189881
Epoch 4480/5000, Loss: 0.06801768, w1: -0.265648, w2: 0.253156, Current b: -0.190160
Epoch 4490/5000, Loss: 0.06800764, w1: -0.265734, w2: 0.253221, Current b: -0.190439
Epoch 4500/5000, Loss: 0.06799762, w1: -0.265820, w2: 0.253286, Current b: -0.190718
Epoch 4510/5000, Loss: 0.06798763, w1: -0.265906, w2: 0.253350, Current b: -0.190997
Epoch 4520/5000, Loss: 0.06797767, w1: -0.265991, w2: 0.253414, Current b: -0.191275
Epoch 4530/5000, Loss: 0.06796774, w1: -0.266077, w2: 0.253478, Current b: -0.191552
Epoch 4540/5000, Loss: 0.06795783, w1: -0.266162, w2: 0.253542, Current b: -0.191830
Epoch 4550/5000, Loss: 0.06794795, w1: -0.266246, w2: 0.253606, Current b: -0.192107
Epoch 4560/5000, Loss: 0.06793810, w1: -0.266331, w2: 0.253670, Current b: -0.192384
Epoch 4570/5000, Loss: 0.06792828, w1: -0.266415, w2: 0.253733, Current b: -0.192660
Epoch 4580/5000, Loss: 0.06791848, w1: -0.266500, w2: 0.253796, Current b: -0.192936
Epoch 4590/5000, Loss: 0.06790871, w1: -0.266584, w2: 0.253860, Current b: -0.193212
Epoch 4600/5000, Loss: 0.06789896, w1: -0.266667, w2: 0.253922, Current b: -0.193487
Epoch 4610/5000, Loss: 0.06788925, w1: -0.266751, w2: 0.253985, Current b: -0.193762
Epoch 4620/5000, Loss: 0.06787956, w1: -0.266834, w2: 0.254048, Current b: -0.194037
Epoch 4630/5000, Loss: 0.06786989, w1: -0.266917, w2: 0.254110, Current b: -0.194311
Epoch 4640/5000, Loss: 0.06786025, w1: -0.267000, w2: 0.254173, Current b: -0.194585
Epoch 4650/5000, Loss: 0.06785064, w1: -0.267083, w2: 0.254235, Current b: -0.194859
Epoch 4660/5000, Loss: 0.06784105, w1: -0.267166, w2: 0.254297, Current b: -0.195132
Epoch 4670/5000, Loss: 0.06783149, w1: -0.267248, w2: 0.254359, Current b: -0.195405
Epoch 4680/5000, Loss: 0.06782196, w1: -0.267330, w2: 0.254421, Current b: -0.195678
Epoch 4690/5000, Loss: 0.06781245, w1: -0.267412, w2: 0.254482, Current b: -0.195950
Epoch 4700/5000, Loss: 0.06780296, w1: -0.267494, w2: 0.254544, Current b: -0.196222
Epoch 4710/5000, Loss: 0.06779351, w1: -0.267575, w2: 0.254605, Current b: -0.196494
Epoch 4720/5000, Loss: 0.06778407, w1: -0.267657, w2: 0.254666, Current b: -0.196765
Epoch 4730/5000, Loss: 0.06777466, w1: -0.267738, w2: 0.254727, Current b: -0.197036
Epoch 4740/5000, Loss: 0.06776528, w1: -0.267819, w2: 0.254788, Current b: -0.197307
Epoch 4750/5000, Loss: 0.06775592, w1: -0.267899, w2: 0.254849, Current b: -0.197577
Epoch 4760/5000, Loss: 0.06774659, w1: -0.267980, w2: 0.254909, Current b: -0.197847
Epoch 4770/5000, Loss: 0.06773728, w1: -0.268060, w2: 0.254970, Current b: -0.198117
Epoch 4780/5000, Loss: 0.06772799, w1: -0.268141, w2: 0.255030, Current b: -0.198386
Epoch 4790/5000, Loss: 0.06771873, w1: -0.268220, w2: 0.255090, Current b: -0.198655
Epoch 4800/5000, Loss: 0.06770950, w1: -0.268300, w2: 0.255150, Current b: -0.198924
Epoch 4810/5000, Loss: 0.06770029, w1: -0.268380, w2: 0.255210, Current b: -0.199193
Epoch 4820/5000, Loss: 0.06769110, w1: -0.268459, w2: 0.255270, Current b: -0.199461
Epoch 4830/5000, Loss: 0.06768193, w1: -0.268539, w2: 0.255329, Current b: -0.199728
Epoch 4840/5000, Loss: 0.06767279, w1: -0.268618, w2: 0.255389, Current b: -0.199996
Epoch 4850/5000, Loss: 0.06766368, w1: -0.268696, w2: 0.255448, Current b: -0.200263
Epoch 4860/5000, Loss: 0.06765458, w1: -0.268775, w2: 0.255507, Current b: -0.200530
Epoch 4870/5000, Loss: 0.06764551, w1: -0.268854, w2: 0.255566, Current b: -0.200796
Epoch 4880/5000, Loss: 0.06763647, w1: -0.268932, w2: 0.255625, Current b: -0.201063
Epoch 4890/5000, Loss: 0.06762744, w1: -0.269010, w2: 0.255684, Current b: -0.201329
Epoch 4900/5000, Loss: 0.06761844, w1: -0.269088, w2: 0.255742, Current b: -0.201594
Epoch 4910/5000, Loss: 0.06760947, w1: -0.269166, w2: 0.255801, Current b: -0.201859
Epoch 4920/5000, Loss: 0.06760051, w1: -0.269243, w2: 0.255859, Current b: -0.202124
Epoch 4930/5000, Loss: 0.06759158, w1: -0.269321, w2: 0.255917, Current b: -0.202389
Epoch 4940/5000, Loss: 0.06758267, w1: -0.269398, w2: 0.255975, Current b: -0.202653
Epoch 4950/5000, Loss: 0.06757379, w1: -0.269475, w2: 0.256033, Current b: -0.202917
Epoch 4960/5000, Loss: 0.06756493, w1: -0.269552, w2: 0.256091, Current b: -0.203181
Epoch 4970/5000, Loss: 0.06755608, w1: -0.269628, w2: 0.256148, Current b: -0.203445
Epoch 4980/5000, Loss: 0.06754727, w1: -0.269705, w2: 0.256206, Current b: -0.203708
Epoch 4990/5000, Loss: 0.06753847, w1: -0.269781, w2: 0.256263, Current b: -0.203971
Epoch 5000/5000, Loss: 0.06752970, w1: -0.269857, w2: 0.256321, Current b: -0.204233
training finished
final w1 = -0.2698573241145513
final w2 = 0.2563205446192119
final b = -0.20423301577643319
